"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 14 14:44:36 BRT 2021","Wed Apr 14 14:45:06 BRT 2021","29284","","Pesquisa com o QA Como um recrutador","","","","Preencher pesquisa com dados obrigatórios válidos",""
